c,replicate,sigma_meta,d_prime,meta_d,M_ratio,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-0.7,18,0.5,2.01762354406847,1.6286042034625947,0.8071893333374615,0.29602732357343203,0.29051269734032636,0.48211134351147306,0.47313020004771206,0.6604852790655669,0.8054565601509389
-0.7,19,0.5,1.9968230771505988,1.645592701902928,0.8241054106060988,0.3023738231571643,0.2884369974422666,0.49758415663391614,0.4746498179497874,0.6491567430333072,0.8062288908150761
-0.6,0,0.5,2.0031231272337555,1.6486407202319318,0.8230351383884466,0.29477645880543357,0.2909238207811422,0.48598047335240835,0.4796288574252477,0.6719389758259017,0.796649156072239
-0.6,1,0.5,2.016961285280728,1.5895079666518035,0.788070637870756,0.3091458143565241,0.2941415759544405,0.4913897347767545,0.4675403783030998,0.6664602218343562,0.7981326964235863
-0.6,2,0.5,2.002285840421694,1.5832584178541658,0.7907254728029848,0.31491137651033624,0.29496333704361644,0.4985860877380325,0.46700318633266125,0.6610885733603786,0.7977179709785439
-0.6,3,0.5,2.020403491505472,1.629418655578035,0.8064818054555525,0.29643236415271135,0.28853282539654196,0.4830124242675294,0.4701407684477653,0.6716824711827835,0.8009200654543209
-0.6,4,0.5,1.9992538096801167,1.6129234956707168,0.806762747111527,0.30584467510183805,0.29310460630208557,0.4933040624975312,0.47275530619394907,0.6653527788726843,0.7973077758134053
-0.6,5,0.5,1.9955603850547872,1.635008692254038,0.8193230856349906,0.29843745846769254,0.2878034436861344,0.4879478386888808,0.4705611320874753,0.6688121047877146,0.800142467789891
-0.6,6,0.5,2.0068505840303885,1.605634495339927,0.8000767511626635,0.30235645290665547,0.29035763973485995,0.48547395067554816,0.4662082423437742,0.6705293356584351,0.7996772491698476
-0.6,7,0.5,2.005148973128514,1.6215392515685847,0.8086876702425726,0.2991721402802311,0.29456157738884026,0.48511936844017756,0.4776431597399618,0.6711466006860485,0.7957910419964614
